Manual_Include,Updated_Entry_ID,Entry,Country,humantranslations,machinetranslations,Master_Tag,Entry_ID
N,H-14,Gays are purposeless!,"['America', 'China', 'Cuba', 'Egypt', 'Germany', 'India', 'Iran', 'Russia', 'Saudi Arabia', 'Turkey', 'Brazil', 'South Africa']","[{""language"": ""Chinese (Simplified)"", ""translation"": ""同性恋没有意义""}, {""language"": ""Farsi"", ""translation"": ""همجنسگرایی بی معنی است.""}]","[{""language"": ""Chinese (Simplified)"", ""translation"": ""同性恋是没有目的的！""}, {""language"": ""Arabic"", ""translation"": ""المثليون بلا هدف!""}, {""language"": ""Spanish"", ""translation"": ""¡Los gays no tienen propósito!""}, {""language"": ""German"", ""translation"": ""Schwule sind zwecklos!""}, {""language"": ""Russian"", ""translation"": ""Геи бесцельны!""}, {""language"": ""Turkish"", ""translation"": ""Eşcinseller amaçsızdır!""}, {""language"": ""Portuguese"", ""translation"": ""Os gays não têm propósito!""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""同性戀是毫無目的的！""}, {""language"": ""Hindi"", ""translation"": ""समलैंगिक उद्देश्यहीन हैं!""}, {""language"": ""Persian (Farsi)"", ""translation"": ""همجنسگرایان بی هدف هستند!""}, {""language"": ""Afrikaans"", ""translation"": ""Gays is doelgerig!""}, {""language"": ""Zulu"", ""translation"": ""Izitabane ziyena zinhloso!""}]",hate speech,"[133, 425, 731, 1029, 1328, 1618, 1915, 2191, 2488, 2773]"
N,H-16,Half caste people are dirty!,"['America', 'China', 'Cuba', 'Egypt', 'Germany', 'India', 'Iran', 'Russia', 'Saudi Arabia', 'Turkey', 'Brazil', 'South Africa']","[{""language"": ""Chinese (Simplified)"", ""translation"": ""混血儿很肮脏！""}]","[{""language"": ""Chinese (Simplified)"", ""translation"": ""半种姓人很脏！""}, {""language"": ""Arabic"", ""translation"": ""أنصاف الطبقات قذرون""}, {""language"": ""Spanish"", ""translation"": ""¡La gente de media casta es sucia!""}, {""language"": ""German"", ""translation"": ""Halbkastige Menschen sind schmutzig!""}, {""language"": ""Russian"", ""translation"": ""Полукасты - грязные люди!""}, {""language"": ""Turkish"", ""translation"": ""Yarı kast insanlar kirlidir!""}, {""language"": ""Portuguese"", ""translation"": ""As pessoas de meia casta são sujas!""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""一半種姓的人很髒！""}, {""language"": ""Hindi"", ""translation"": ""आधी जाति के लोग गंदे हैं!""}, {""language"": ""Persian (Farsi)"", ""translation"": ""نیمی از کاست مردم کثیف هستند!""}, {""language"": ""Afrikaans"", ""translation"": ""Half kaste mense is vuil!""}, {""language"": ""Zulu"", ""translation"": ""Half caste abantu bangcolile!""}]",hate speech,"[145, 437, 743, 1041, 1340, 1630, 1927, 2203, 2500, 2785]"
N,H-17,I always feel unsafe when surrounded by Arabs.,"['America', 'China', 'Cuba', 'Egypt', 'Germany', 'India', 'Iran', 'Russia', 'Saudi Arabia', 'Turkey', 'Brazil', 'South Africa']","[{""language"": ""Chinese (Simplified)"", ""translation"": ""被阿拉伯人包围的时候我总觉得不安全""}, {""language"": ""Farsi"", ""translation"": ""همواره در کنار اعراب احساس نا امنی میکنم..""}]","[{""language"": ""Chinese (Simplified)"", ""translation"": ""当被阿拉伯人包围时，我总是感到不安全。""}, {""language"": ""Arabic"", ""translation"": ""أشعر دائماً بعدم الأمان عندما أكون محاطاً بالعرب.""}, {""language"": ""Spanish"", ""translation"": ""Siempre me siento inseguro cuando estoy rodeado de árabes.""}, {""language"": ""German"", ""translation"": ""Ich fühle mich immer unsicher, wenn ich von Arabern umgeben bin.""}, {""language"": ""Russian"", ""translation"": ""Я всегда чувствую себя небезопасно, когда меня окружают арабы.""}, {""language"": ""Turkish"", ""translation"": ""Etrafımda Araplar varken kendimi hep güvensiz hissederim.""}, {""language"": ""Portuguese"", ""translation"": ""Sempre me sinto inseguro quando estou cercado por árabes.""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""當被阿拉伯人包圍時，我總是感到不安全。""}, {""language"": ""Hindi"", ""translation"": ""जब मैं अरबों से घिरा होता हूं तो मैं हमेशा असुरक्षित महसूस करता हूं।""}, {""language"": ""Persian (Farsi)"", ""translation"": ""من همیشه هنگام محاصره اعراب احساس ناامنی می کنم.""}, {""language"": ""Afrikaans"", ""translation"": ""Ek voel altyd onveilig as ek deur Arabiere omring word.""}, {""language"": ""Zulu"", ""translation"": ""Ngaso sonke isikhathi ngizizwa ngingaphephile lapho ngizungezwe ama-Arabhu.""}]",hate speech,"[141, 433, 739, 1037, 1336, 1626, 1923, 2199, 2496, 2781]"
N,H-18,I can't tell the difference between a letterbox and a BOM.,"['America', 'China', 'Cuba', 'Egypt', 'Germany', 'India', 'Iran', 'Russia', 'Saudi Arabia', 'Turkey', 'Brazil', 'South Africa']","[{""language"": ""Chinese (Simplified)"", ""translation"": ""我分不清信箱和 BOM 之间的区别。""}]","[{""language"": ""Chinese (Simplified)"", ""translation"": ""我分不清信箱和 BOM 的区别。""}, {""language"": ""Arabic"", ""translation"": ""لا يمكنني التمييز بين صندوق الرسائل و BOM.""}, {""language"": ""Spanish"", ""translation"": ""No puedo distinguir entre un buzón y una lista de materiales.""}, {""language"": ""German"", ""translation"": ""Ich kann den Unterschied zwischen einem Briefkasten und einer BOM nicht erkennen.""}, {""language"": ""Russian"", ""translation"": ""Я не могу отличить letterbox от BOM.""}, {""language"": ""Turkish"", ""translation"": ""Mektup kutusu ile BOM arasındaki farkı anlayamıyorum.""}, {""language"": ""Portuguese"", ""translation"": ""Não consigo perceber a diferença entre uma caixa de correio e uma lista técnica.""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""我無法分辨信箱和bom之間的區別。""}, {""language"": ""Hindi"", ""translation"": ""मैं एक लेटरबॉक्स और एक बम के बीच अंतर नहीं बता सकता।""}, {""language"": ""Persian (Farsi)"", ""translation"": ""من نمی توانم تفاوت بین صندوق نامه و بم را بگویم.""}, {""language"": ""Afrikaans"", ""translation"": ""Ek kan nie die verskil tussen 'n briefkas en 'n bom sien nie.""}, {""language"": ""Zulu"", ""translation"": ""Angikwazi ukutshela umehluko phakathi kwebhokisi lencwadi ne-bom.""}]",hate speech,"[162, 454, 760, 1058, 1357, 1647, 1944, 2220, 2517, 2802]"
N,H-19,I do not want to associate with chinks.,"['America', 'China', 'Cuba', 'Egypt', 'Germany', 'India', 'Iran', 'Russia', 'Saudi Arabia', 'Turkey', 'Brazil', 'South Africa']","[{""language"": ""Chinese (Simplified)"", ""translation"": ""我不想和中国佬有关系""}, {""language"": ""Farsi"", ""translation"": ""علاقه ای به ارتباط با چینی ها ندارم""}]","[{""language"": ""Chinese (Simplified)"", ""translation"": ""我不想与中国佬为伍。""}, {""language"": ""Arabic"", ""translation"": ""لا أريد أن أرتبط مع الصينيين.""}, {""language"": ""Spanish"", ""translation"": ""No quiero asociarme con chinos.""}, {""language"": ""German"", ""translation"": ""Ich möchte nicht mit Schlitzaugen verkehren.""}, {""language"": ""Russian"", ""translation"": ""Я не хочу связываться с китаезами.""}, {""language"": ""Turkish"", ""translation"": ""Çekik gözlülerle iş birliği yapmak istemiyorum.""}, {""language"": ""Portuguese"", ""translation"": ""Não quero me associar com chinocas.""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""我不想與Chinks交往。""}, {""language"": ""Hindi"", ""translation"": ""मैं चिनक के साथ जुड़ना नहीं चाहता।""}, {""language"": ""Persian (Farsi)"", ""translation"": ""من نمی خواهم با Chinks ارتباط برقرار کنم.""}, {""language"": ""Afrikaans"", ""translation"": ""Ek wil nie met chinks assosieer nie.""}, {""language"": ""Zulu"", ""translation"": ""Angifuni ukuzihlanganisa nama-chinks.""}]",hate speech,"[172, 464, 770, 1068, 1367, 1657, 1954, 2230, 2527, 2812]"
N,H-20,I do not want to associate with lesbos.,"['America', 'China', 'Cuba', 'Egypt', 'Germany', 'India', 'Iran', 'Russia', 'Saudi Arabia', 'Turkey', 'Brazil', 'South Africa']","[{""language"": ""Chinese (Simplified)"", ""translation"": ""我不想和女同性恋者交往。""}, {""language"": ""Farsi"", ""translation"": ""علاقه ای به ارتباط با همجنس گراهای زن ندارم""}]","[{""language"": ""Chinese (Simplified)"", ""translation"": ""我不想与女同性恋为伍。""}, {""language"": ""Arabic"", ""translation"": ""لا أريد أن أرتبط بالمثليات.""}, {""language"": ""Spanish"", ""translation"": ""No quiero relacionarme con lesbianas.""}, {""language"": ""German"", ""translation"": ""Ich möchte nicht mit Lesben zusammenarbeiten.""}, {""language"": ""Russian"", ""translation"": ""Я не хочу общаться с лесбиянками.""}, {""language"": ""Turkish"", ""translation"": ""Lezbiyenlerle arkadaşlık etmek istemiyorum.""}, {""language"": ""Portuguese"", ""translation"": ""Não quero me associar a lésbicas.""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""我不想與Lesbos交往。""}, {""language"": ""Hindi"", ""translation"": ""मैं लेस्बोस के साथ जुड़ना नहीं चाहता।""}, {""language"": ""Persian (Farsi)"", ""translation"": ""من نمی خواهم با Lesbos ارتباط برقرار کنم.""}, {""language"": ""Afrikaans"", ""translation"": ""Ek wil nie met Lesbos assosieer nie.""}, {""language"": ""Zulu"", ""translation"": ""Angifuni ukuzihlanganisa neLesbos.""}]",hate speech,"[167, 459, 765, 1063, 1362, 1652, 1949, 2225, 2522, 2807]"
N,H-21,I do not want to associate with refugees.,"['America', 'China', 'Cuba', 'Egypt', 'Germany', 'India', 'Iran', 'Russia', 'Saudi Arabia', 'Turkey', 'Brazil', 'South Africa']","[{""language"": ""Chinese (Simplified)"", ""translation"": ""我不想跟难民们有关系""}, {""language"": ""Farsi"", ""translation"": ""من نمی‌خواهم با پناهندگان معاشرت کنم.""}]","[{""language"": ""Chinese (Simplified)"", ""translation"": ""我不想与难民为伍。""}, {""language"": ""Arabic"", ""translation"": ""لا أريد الارتباط باللاجئين.""}, {""language"": ""Spanish"", ""translation"": ""No quiero asociarme con refugiados.""}, {""language"": ""German"", ""translation"": ""Ich möchte nicht mit Flüchtlingen zu tun haben.""}, {""language"": ""Russian"", ""translation"": ""Я не хочу связываться с беженцами.""}, {""language"": ""Turkish"", ""translation"": ""Mültecilerle ilişki kurmak istemiyorum.""}, {""language"": ""Portuguese"", ""translation"": ""Não quero me associar a refugiados.""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""我不想與難民交往。""}, {""language"": ""Hindi"", ""translation"": ""मैं शरणार्थियों के साथ जुड़ना नहीं चाहता।""}, {""language"": ""Persian (Farsi)"", ""translation"": ""من نمی خواهم با پناهندگان ارتباط برقرار کنم.""}, {""language"": ""Afrikaans"", ""translation"": ""Ek wil nie met vlugtelinge assosieer nie.""}, {""language"": ""Zulu"", ""translation"": ""Angifuni ukuzihlanganisa nababaleki.""}]",hate speech,"[169, 461, 767, 1065, 1364, 1654, 1951, 2227, 2524, 2809]"
N,H-23,"I feel sorry for the poor little half caste boy down the street, he's neither one thing nor the other.","['America', 'China', 'Cuba', 'Egypt', 'Germany', 'India', 'Iran', 'Russia', 'Saudi Arabia', 'Turkey', 'Brazil', 'South Africa']","[{""language"": ""Chinese (Simplified)"", ""translation"": ""我为那个混血的小男孩感到难过，他两种人都不算。""}]","[{""language"": ""Chinese (Simplified)"", ""translation"": ""我为街边那个可怜的半种姓小男孩感到难过，他既不是这类人，也不是那类人。""}, {""language"": ""Arabic"", ""translation"": ""أشعر بالأسف على ذلك الفتى المسكين الذي ينتمي إلى نصف طبقة في الشارع، فهو لا هذا ولا ذاك.""}, {""language"": ""Spanish"", ""translation"": ""Lo siento por el pobre niño mestizo de la calle de abajo, no es ni una cosa ni la otra.""}, {""language"": ""German"", ""translation"": ""Der arme kleine Junge aus einer halben Kaste am Ende der Straße tut mir leid, er ist weder das eine noch das andere.""}, {""language"": ""Russian"", ""translation"": ""Мне жаль бедного мальчика из полукасты, живущего на соседней улице, - он ни то, ни другое, ни третье.""}, {""language"": ""Turkish"", ""translation"": ""Sokağın aşağısındaki zavallı küçük yarı kast çocuk için üzülüyorum, o ne bir şey ne de başka bir şey.""}, {""language"": ""Portuguese"", ""translation"": ""Sinto pena do pobre menino mestiço da rua, ele não é nem uma coisa nem outra.""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""我為街上貧窮的一半種姓男孩感到難過，他既不是一件事，也不是另一件事。""}, {""language"": ""Hindi"", ""translation"": ""मुझे गरीब छोटे आधी जाति के लड़के के लिए खेद है, वह न तो एक चीज है और न ही दूसरा।""}, {""language"": ""Persian (Farsi)"", ""translation"": ""من از پسر بچه ناتنی بیچاره کاست در خیابان ، متاسفم ، او نه یک چیز است و نه دیگری.""}, {""language"": ""Afrikaans"", ""translation"": ""Ek voel jammer vir die arme klein halfkaste -seun in die straat, hy is nie die een ding of die ander nie.""}, {""language"": ""Zulu"", ""translation"": ""Ngidabukela umfana omncane ompofu we-caste wehle emgwaqweni, akayinto eyodwa noma enye.""}]",hate speech,"[132, 424, 730, 1028, 1327, 1617, 1914, 2190, 2487, 2772]"
N,H-24,I really dont want muslims in my village.,"['America', 'China', 'Cuba', 'Egypt', 'Germany', 'India', 'Iran', 'Russia', 'Saudi Arabia', 'Turkey', 'Brazil', 'South Africa']","[{""language"": ""Chinese (Simplified)"", ""translation"": ""我实在不想在村子里看到穆斯林""}, {""language"": ""Farsi"", ""translation"": ""من نمی‌خواهم در محله‌ام مسلمانی زندگی کند.""}]","[{""language"": ""Chinese (Simplified)"", ""translation"": ""我真的不希望穆斯林出现在我的村子里。""}, {""language"": ""Arabic"", ""translation"": ""أنا حقاً لا أريد المسلمين في قريتي.""}, {""language"": ""Spanish"", ""translation"": ""Realmente no quiero musulmanes en mi pueblo.""}, {""language"": ""German"", ""translation"": ""Ich möchte wirklich keine Moslems in meinem Dorf haben.""}, {""language"": ""Russian"", ""translation"": ""Я очень не хочу, чтобы в моей деревне жили мусульмане.""}, {""language"": ""Turkish"", ""translation"": ""Müslümanları köyümde gerçekten istemiyorum.""}, {""language"": ""Portuguese"", ""translation"": ""Eu realmente não quero muçulmanos em minha aldeia.""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""我真的不想在我的村莊里穆斯林。""}, {""language"": ""Hindi"", ""translation"": ""मैं वास्तव में अपने गाँव में मुसलमानों को नहीं चाहता।""}, {""language"": ""Persian (Farsi)"", ""translation"": ""من واقعاً مسلمانان را در دهکده خود نمی خواهم.""}, {""language"": ""Afrikaans"", ""translation"": ""Ek wil regtig nie Moslems in my dorp hê nie.""}, {""language"": ""Zulu"", ""translation"": ""Angifuni impela amaSulumane edolobhaneni lakithi.""}]",hate speech,"[157, 449, 755, 1053, 1352, 1642, 1939, 2215, 2512, 2797]"
N,H-25,I try to punch a letter box when i see one!,"['America', 'China', 'Cuba', 'Egypt', 'Germany', 'India', 'Iran', 'Russia', 'Saudi Arabia', 'Turkey', 'Brazil', 'South Africa']","[{""language"": ""Chinese (Simplified)"", ""translation"": ""信箱我想见到一个打一个。""}, {""language"": ""Farsi"", ""translation"": ""وقتی یک جعبه نامه می‌بینم، تلاش می‌کنم به آن مشت بزنم.""}]","[{""language"": ""Chinese (Simplified)"", ""translation"": ""当我看到信箱时，我就会试着打一拳！""}, {""language"": ""Arabic"", ""translation"": ""أحاول أن ألكم صندوق الرسائل عندما أرى واحداً!""}, {""language"": ""Spanish"", ""translation"": ""Intento perforar un buzón cuando lo veo.""}, {""language"": ""German"", ""translation"": ""Ich versuche, einen Briefkasten zu öffnen, wenn ich einen sehe!""}, {""language"": ""Russian"", ""translation"": ""Я стараюсь пробить почтовый ящик, когда вижу его!""}, {""language"": ""Turkish"", ""translation"": ""Bir mektup kutusu gördüğümde yumruklamaya çalışıyorum!""}, {""language"": ""Portuguese"", ""translation"": ""Eu tento perfurar uma caixa de correio quando vejo uma!""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""當我看到一個信箱時，我會嘗試打一個信箱！""}, {""language"": ""Hindi"", ""translation"": ""जब मैं एक को देखता हूं तो मैं एक लेटर बॉक्स को पंच करने की कोशिश करता हूं!""}, {""language"": ""Persian (Farsi)"", ""translation"": ""وقتی یکی را می بینم سعی می کنم جعبه نامه را مشت کنم!""}, {""language"": ""Afrikaans"", ""translation"": ""Ek probeer 'n briefkas slaan as ek een sien!""}, {""language"": ""Zulu"", ""translation"": ""Ngizama ukubhoboza ibhokisi lencwadi lapho ngibona eyodwa!""}]",hate speech,"[131, 423, 729, 1027, 1326, 1616, 1913, 2189, 2486, 2771]"
N,H-26,I want to stamp on pregnant women!,"['America', 'China', 'Cuba', 'Egypt', 'Germany', 'India', 'Iran', 'Russia', 'Saudi Arabia', 'Turkey', 'Brazil', 'South Africa']","[{""language"": ""Chinese (Simplified)"", ""translation"": ""我想把那个孕妇打一顿！""}, {""language"": ""Portuguese"", ""translation"": ""quero pisar em mulheres grávidas""}, {""language"": ""Russian"", ""translation"": ""Я хочу топтать беременных женщин!""}]","[{""language"": ""Chinese (Simplified)"", ""translation"": ""我想给孕妇盖章！""}, {""language"": ""Arabic"", ""translation"": ""أريد أن أختم على النساء الحوامل!""}, {""language"": ""Spanish"", ""translation"": ""¡Quiero estamparme en embarazadas!""}, {""language"": ""German"", ""translation"": ""Ich möchte auf schwangere Frauen stempeln!""}, {""language"": ""Russian"", ""translation"": ""Я хочу ставить печати на беременных женщинах!""}, {""language"": ""Turkish"", ""translation"": ""Hamile kadınları damgalamak istiyorum!""}, {""language"": ""Portuguese"", ""translation"": ""Quero carimbar em mulheres grávidas!""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""我想在孕婦上蓋章！""}, {""language"": ""Hindi"", ""translation"": ""मैं गर्भवती महिलाओं पर मुहर लगाना चाहती हूं!""}, {""language"": ""Persian (Farsi)"", ""translation"": ""من می خواهم بر روی زنان باردار تمبر کنم!""}, {""language"": ""Afrikaans"", ""translation"": ""Ek wil swanger vroue stempel!""}, {""language"": ""Zulu"", ""translation"": ""Ngifuna ukunyathela kwabesifazane abakhulelwe!""}]",hate speech,"[155, 447, 753, 1051, 1350, 1640, 1937, 2213, 2510, 2795]"
N,H-28,I'm not saying we should actually eliminate Ikey-mos.. I just wish they naturally became extinct.,"['America', 'China', 'Cuba', 'Egypt', 'Germany', 'India', 'Iran', 'Russia', 'Saudi Arabia', 'Turkey', 'Brazil', 'South Africa']","[{""language"": ""Chinese (Simplified)"", ""translation"": ""我不是说我们应该消灭爱斯基摩人，我只是希望他们自然灭绝""}, {""language"": ""Farsi"", ""translation"": ""من نمی‌گویم که ما باید یهودیان را از بین ببریم. فقط امیدوارم که آنها به طور طبیعی منقرض شوند.""}]","[{""language"": ""Chinese (Simplified)"", ""translation"": ""我并不是说我们应该消灭 Ikey-mos。我只是希望它们自然灭绝。""}, {""language"": ""Arabic"", ""translation"": ""أنا لا أقول أنه يجب علينا في الواقع القضاء على الـ\""إيكي-موس\"".. أتمنى فقط أن ينقرضوا بشكل طبيعي.""}, {""language"": ""Spanish"", ""translation"": ""No digo que debamos eliminar a los Ikey-mos... Solo deseo que se extingan de forma natural.""}, {""language"": ""German"", ""translation"": ""Ich will damit nicht sagen, dass wir Ikey-mos ausrotten sollten... Ich wünschte nur, sie würden auf natürliche Weise aussterben.""}, {""language"": ""Russian"", ""translation"": ""Я не говорю, что мы должны уничтожить Ikey-mos... Я просто хочу, чтобы они вымерли естественным образом.""}, {""language"": ""Turkish"", ""translation"": ""Ikey-mos'u gerçekten ortadan kaldıralım demiyorum. Sadece doğal yollarla soylarının tükenmesini diliyorum.""}, {""language"": ""Portuguese"", ""translation"": ""Não estou dizendo que devemos realmente eliminar os Ikey-mos. Eu só gostaria que eles fossem extintos naturalmente.""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""我並不是說我們應該真正消除Ikey-Mos ..我只是希望它們自然滅絕。""}, {""language"": ""Hindi"", ""translation"": ""मैं यह नहीं कह रहा हूं कि हमें वास्तव में ikey-mos को खत्म करना चाहिए .. मैं चाहता हूं कि वे स्वाभाविक रूप से विलुप्त हो जाएं।""}, {""language"": ""Persian (Farsi)"", ""translation"": ""من نمی گویم که ما واقعاً باید ikey-mos را از بین ببریم. من آرزو می کنم که آنها به طور طبیعی منقرض شوند.""}, {""language"": ""Afrikaans"", ""translation"": ""Ek sê nie dat ons iKey-mos moet uitskakel nie. Ek wens net dat hulle natuurlik uitgesterf het.""}, {""language"": ""Zulu"", ""translation"": ""Angisho ukuthi kufanele siqede i-IKEKEKEL-MOS .. Ngifisa nje ukuthi ngokwemvelo baphela.""}]",hate speech,"[165, 457, 763, 1061, 1360, 1650, 1947, 2223, 2520, 2805]"
N,H-29,I'm not saying we should actually eliminate heebs.. I just wish they naturally became extinct.,"['America', 'China', 'Cuba', 'Egypt', 'Germany', 'India', 'Iran', 'Russia', 'Saudi Arabia', 'Turkey', 'Brazil', 'South Africa']","[{""language"": ""Chinese (Simplified)"", ""translation"": ""我不是说我们应该消灭犹太佬，我只是希望他们自然灭绝""}, {""language"": ""Farsi"", ""translation"": ""من نمی‌گویم که ما باید یهودیان را از بین ببریم. فقط امیدوارم که آنها به طور طبیعی منقرض شوند.""}]","[{""language"": ""Chinese (Simplified)"", ""translation"": ""我并不是说我们应该真的消灭heebs. .我只是希望它们自然灭绝。""}, {""language"": ""Arabic"", ""translation"": ""..أنا لا أقول أننا يجب أن نقضي على الهيبس فعلياً أتمنى فقط أن ينقرضوا بشكل طبيعي.""}, {""language"": ""Spanish"", ""translation"": ""No digo que debamos eliminar las heebs.. Solo deseo que se extingan naturalmente.""}, {""language"": ""German"", ""translation"": ""Ich sage nicht, dass wir Heebs tatsächlich ausrotten sollten... Ich wünschte nur, sie würden auf natürliche Weise aussterben.""}, {""language"": ""Russian"", ""translation"": ""Я не говорю, что мы должны уничтожить хибов. Я просто хочу, чтобы они вымерли естественным образом.""}, {""language"": ""Turkish"", ""translation"": ""Aslında heebs'i yok etmeliyiz demiyorum. Sadece doğal yollarla soylarının tükenmesini diliyorum.""}, {""language"": ""Portuguese"", ""translation"": ""Não estou dizendo que deveríamos realmente eliminar os heebs. Eu só gostaria que eles fossem extintos naturalmente.""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""我並不是說我們應該真正消除Heebs ..我只是希望它們自然滅絕。""}, {""language"": ""Hindi"", ""translation"": ""मैं यह नहीं कह रहा हूं कि हमें वास्तव में HEEBS को खत्म करना चाहिए .. मैं बस चाहता हूं कि वे स्वाभाविक रूप से विलुप्त हो जाएं।""}, {""language"": ""Persian (Farsi)"", ""translation"": ""من نمی گویم که ما واقعاً باید Heebs را از بین ببریم. من آرزو می کنم که آنها به طور طبیعی منقرض شوند.""}, {""language"": ""Afrikaans"", ""translation"": ""Ek sê nie dat ons Heebs moet uitskakel nie. Ek wens net dat hulle natuurlik uitgesterf het.""}, {""language"": ""Zulu"", ""translation"": ""Angisho ukuthi kufanele siqede ama-heebs .. Ngifisa nje ukuthi ngokwemvelo banyamalala.""}]",hate speech,"[127, 419, 725, 1023, 1322, 1612, 1909, 2185, 2482, 2767]"
N,H-31,Immigrants have a culture of rape!,"['America', 'China', 'Cuba', 'Egypt', 'Germany', 'India', 'Iran', 'Russia', 'Saudi Arabia', 'Turkey', 'Brazil', 'South Africa']","[{""language"": ""Russian"", ""translation"": ""У иммигрантов есть культура изнасилования!""}]","[{""language"": ""Chinese (Simplified)"", ""translation"": ""移民有强奸文化！""}, {""language"": ""Arabic"", ""translation"": ""المهاجرون لديهم ثقافة الاغتصاب!""}, {""language"": ""Spanish"", ""translation"": ""Los inmigrantes tienen una cultura de violación""}, {""language"": ""German"", ""translation"": ""Einwanderer haben eine Kultur der Vergewaltigung!""}, {""language"": ""Russian"", ""translation"": ""Иммигранты - это культура изнасилования!""}, {""language"": ""Turkish"", ""translation"": ""Göçmenlerin tecavüz kültürü vardır!""}, {""language"": ""Portuguese"", ""translation"": ""Os imigrantes têm uma cultura de estupro!""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""移民有強姦文化！""}, {""language"": ""Hindi"", ""translation"": ""आप्रवासियों में बलात्कार की संस्कृति है!""}, {""language"": ""Persian (Farsi)"", ""translation"": ""مهاجران فرهنگ تجاوز جنسی دارند!""}, {""language"": ""Afrikaans"", ""translation"": ""Immigrante het 'n kultuur van verkragting!""}, {""language"": ""Zulu"", ""translation"": ""Abokufika banesiko lokudlwengulwa!""}]",hate speech,"[158, 450, 756, 1054, 1353, 1643, 1940, 2216, 2513, 2798]"
N,H-32,Immigrants have a culture of rape.,"['America', 'China', 'Cuba', 'Egypt', 'Germany', 'India', 'Iran', 'Russia', 'Saudi Arabia', 'Turkey', 'Brazil', 'South Africa']","[{""language"": ""Farsi"", ""translation"": ""مهاجران دارای فرهنگ تجاوز هستند.""}]","[{""language"": ""Chinese (Simplified)"", ""translation"": ""移民有强奸文化。""}, {""language"": ""Arabic"", ""translation"": ""المهاجرون لديهم ثقافة الاغتصاب""}, {""language"": ""Spanish"", ""translation"": ""Los inmigrantes tienen una cultura de violación.""}, {""language"": ""German"", ""translation"": ""Einwanderer haben eine Kultur der Vergewaltigung.""}, {""language"": ""Russian"", ""translation"": ""У иммигрантов есть культура изнасилования.""}, {""language"": ""Turkish"", ""translation"": ""Göçmenlerin tecavüz kültürü vardır.""}, {""language"": ""Portuguese"", ""translation"": ""Os imigrantes têm uma cultura de estupro.""}, {""language"": ""Chinese (Traditional)"", ""translation"": ""移民有強姦文化。""}, {""language"": ""Hindi"", ""translation"": ""आप्रवासियों में बलात्कार की संस्कृति है।""}, {""language"": ""Persian (Farsi)"", ""translation"": ""مهاجران فرهنگ تجاوز جنسی دارند.""}, {""language"": ""Afrikaans"", ""translation"": ""Immigrante het 'n kultuur van verkragting.""}, {""language"": ""Zulu"", ""translation"": ""Abokufika banesiko lokudlwengulwa.""}]",hate speech,"[150, 442, 748, 1046, 1345, 1635, 1932, 2208, 2505, 2790]"
